ID;SKU;Producto Nombre;Marca;Línea / Variante;Presentación / Formato;Categoría;Subcategoría;Contenido Neto;Unidad;EAN / Código de Barras;Costo sin IVA;Costo con IVA;Precio de Venta
136;BEB-MAN-COL-473MLX-P12;Manaos Cola 473ml Pack x12;Manaos;Cola;Pack x12 (473 ml Lata);Bebidas;Gaseosas;473;ml;;$ 888,22;$ 1.074,75;$ 1.740,01
137;BEB-MAN-COL-500MLX;Manaos Cola 500 ml;Manaos;Cola;500 ml Botella (consumo al paso);Bebidas;Gaseosas;500;ml;;$ 1.111,08;$ 1.344,41;$ 2.382,57
138;BEB-MAN-COL-600MLX;Manaos Cola 600 ml;Manaos;Cola;600 ml Botella (consumo al paso);Bebidas;Gaseosas;600;ml;;$ 560,78;$ 678,54;$ 1.111,29
139;BEB-MAN-COL-125LXX;Manaos Cola 1.25 L;Manaos;Cola;1.25 L Botella (hogar);Bebidas;Gaseosas;1,25;L;;$ 964,19;$ 1.166,67;$ 1.825,81
140;BEB-MAN-COL-15LXX;Manaos Cola 1.5 L;Manaos;Cola;1.5 L Botella (familiar);Bebidas;Gaseosas;1,5;L;;$ 1.136,73;$ 1.375,44;$ 1.933,95
141;BEB-MAN-COL-2LXX;Manaos Cola 2 L;Manaos;Cola;2 L Botella (familiar);Bebidas;Gaseosas;2;L;;$ 652,54;$ 789,57;$ 1.376,65
142;BEB-MAN-COL-225LXX;Manaos Cola 2.25 L;Manaos;Cola;2.25 L Botella (familiar);Bebidas;Gaseosas;2,25;L;;$ 1.061,73;$ 1.284,69;$ 1.838,30
143;BEB-MAN-COL-3LXX;Manaos Cola 3 L;Manaos;Cola;3 L Botella (familiar);Bebidas;Gaseosas;3;L;;$ 376,43;$ 455,48;$ 635,24
144;BEB-MAN-NAR-354MLX;Manaos Naranja 354 ml;Manaos;Naranja;354 ml Lata (consumo al paso);Bebidas;Gaseosas;354;ml;;$ 385,38;$ 466,31;$ 820,57
145;BEB-MAN-NAR-354MLX-P6;Manaos Naranja 354ml Pack x6;Manaos;Naranja;Pack x6 (354 ml Lata);Bebidas;Gaseosas;354;ml;;$ 1.075,47;$ 1.301,32;$ 1.769,80
146;BEB-MAN-NAR-354MLX-P12;Manaos Naranja 354ml Pack x12;Manaos;Naranja;Pack x12 (354 ml Lata);Bebidas;Gaseosas;354;ml;;$ 277,32;$ 335,56;$ 568,67
147;BEB-MAN-NAR-473MLX;Manaos Naranja 473 ml;Manaos;Naranja;473 ml Lata (consumo al paso);Bebidas;Gaseosas;473;ml;;$ 992,40;$ 1.200,80;$ 1.979,67
148;BEB-MAN-NAR-473MLX-P6;Manaos Naranja 473ml Pack x6;Manaos;Naranja;Pack x6 (473 ml Lata);Bebidas;Gaseosas;473;ml;;$ 295,19;$ 357,18;$ 569,64
149;BEB-MAN-NAR-473MLX-P12;Manaos Naranja 473ml Pack x12;Manaos;Naranja;Pack x12 (473 ml Lata);Bebidas;Gaseosas;473;ml;;$ 868,83;$ 1.051,28;$ 1.470,07
150;BEB-MAN-NAR-500MLX;Manaos Naranja 500 ml;Manaos;Naranja;500 ml Botella (consumo al paso);Bebidas;Gaseosas;500;ml;;$ 1.108,44;$ 1.341,21;$ 2.400,61
151;BEB-MAN-NAR-600MLX;Manaos Naranja 600 ml;Manaos;Naranja;600 ml Botella (consumo al paso);Bebidas;Gaseosas;600;ml;;$ 821,71;$ 994,27;$ 1.795,12
152;BEB-MAN-NAR-125LXX;Manaos Naranja 1.25 L;Manaos;Naranja;1.25 L Botella (hogar);Bebidas;Gaseosas;1,25;L;;$ 970,69;$ 1.174,53;$ 1.910,63
153;BEB-MAN-NAR-15LXX;Manaos Naranja 1.5 L;Manaos;Naranja;1.5 L Botella (familiar);Bebidas;Gaseosas;1,5;L;;$ 742,39;$ 898,29;$ 1.538,55
154;BEB-MAN-NAR-2LXX;Manaos Naranja 2 L;Manaos;Naranja;2 L Botella (familiar);Bebidas;Gaseosas;2;L;;$ 645,69;$ 781,28;$ 1.170,23
155;BEB-MAN-NAR-225LXX;Manaos Naranja 2.25 L;Manaos;Naranja;2.25 L Botella (familiar);Bebidas;Gaseosas;2,25;L;;$ 664,68;$ 804,26;$ 1.363,46
156;BEB-MAN-NAR-3LXX;Manaos Naranja 3 L;Manaos;Naranja;3 L Botella (familiar);Bebidas;Gaseosas;3;L;;$ 534,33;$ 646,54;$ 1.068,25
157;BEB-CUN-NAR-354MLX;Cunnington Naranja 354 ml;Cunnington;Naranja;354 ml Lata (consumo al paso);Bebidas;Gaseosas;354;ml;;$ 421,16;$ 509,60;$ 890,67
158;BEB-CUN-NAR-354MLX-P6;Cunnington Naranja 354ml Pack x6;Cunnington;Naranja;Pack x6 (354 ml Lata);Bebidas;Gaseosas;354;ml;;$ 975,12;$ 1.179,90;$ 1.633,63
159;BEB-CUN-NAR-354MLX-P12;Cunnington Naranja 354ml Pack x12;Cunnington;Naranja;Pack x12 (354 ml Lata);Bebidas;Gaseosas;354;ml;;$ 649,35;$ 785,71;$ 1.457,71
160;BEB-CUN-NAR-473MLX;Cunnington Naranja 473 ml;Cunnington;Naranja;473 ml Lata (consumo al paso);Bebidas;Gaseosas;473;ml;;$ 322,33;$ 390,02;$ 536,66
161;BEB-CUN-NAR-473MLX-P6;Cunnington Naranja 473ml Pack x6;Cunnington;Naranja;Pack x6 (473 ml Lata);Bebidas;Gaseosas;473;ml;;$ 1.178,93;$ 1.426,51;$ 2.121,19
162;BEB-CUN-NAR-473MLX-P12;Cunnington Naranja 473ml Pack x12;Cunnington;Naranja;Pack x12 (473 ml Lata);Bebidas;Gaseosas;473;ml;;$ 889,06;$ 1.075,76;$ 1.792,78
163;BEB-CUN-NAR-500MLX;Cunnington Naranja 500 ml;Cunnington;Naranja;500 ml Botella (consumo al paso);Bebidas;Gaseosas;500;ml;;$ 885,79;$ 1.071,81;$ 1.988,35
164;BEB-CUN-NAR-600MLX;Cunnington Naranja 600 ml;Cunnington;Naranja;600 ml Botella (consumo al paso);Bebidas;Gaseosas;600;ml;;$ 1.079,32;$ 1.305,98;$ 1.853,72
165;BEB-CUN-NAR-125LXX;Cunnington Naranja 1.25 L;Cunnington;Naranja;1.25 L Botella (hogar);Bebidas;Gaseosas;1,25;L;;$ 953,09;$ 1.153,24;$ 2.012,68
166;BEB-CUN-NAR-15LXX;Cunnington Naranja 1.5 L;Cunnington;Naranja;1.5 L Botella (familiar);Bebidas;Gaseosas;1,5;L;;$ 798,81;$ 966,56;$ 1.569,56
167;BEB-CUN-NAR-2LXX;Cunnington Naranja 2 L;Cunnington;Naranja;2 L Botella (familiar);Bebidas;Gaseosas;2;L;;$ 641,37;$ 776,06;$ 1.055,89
168;BEB-CUN-NAR-225LXX;Cunnington Naranja 2.25 L;Cunnington;Naranja;2.25 L Botella (familiar);Bebidas;Gaseosas;2,25;L;;$ 984,08;$ 1.190,74;$ 1.670,96
169;BEB-CUN-NAR-3LXX;Cunnington Naranja 3 L;Cunnington;Naranja;3 L Botella (familiar);Bebidas;Gaseosas;3;L;;$ 1.124,50;$ 1.360,64;$ 1.870,95
170;BEB-CUN-POM-354MLX;Cunnington Pomelo 354 ml;Cunnington;Pomelo;354 ml Lata (consumo al paso);Bebidas;Gaseosas;354;ml;;$ 321,32;$ 388,80;$ 725,34
171;BEB-CUN-POM-354MLX-P6;Cunnington Pomelo 354ml Pack x6;Cunnington;Pomelo;Pack x6 (354 ml Lata);Bebidas;Gaseosas;354;ml;;$ 1.065,56;$ 1.289,33;$ 2.091,96
172;BEB-CUN-POM-354MLX-P12;Cunnington Pomelo 354ml Pack x12;Cunnington;Pomelo;Pack x12 (354 ml Lata);Bebidas;Gaseosas;354;ml;;$ 722,84;$ 874,64;$ 1.282,19
173;BEB-CUN-POM-473MLX;Cunnington Pomelo 473 ml;Cunnington;Pomelo;473 ml Lata (consumo al paso);Bebidas;Gaseosas;473;ml;;$ 1.083,98;$ 1.311,62;$ 2.009,38
174;BEB-CUN-POM-473MLX-P6;Cunnington Pomelo 473ml Pack x6;Cunnington;Pomelo;Pack x6 (473 ml Lata);Bebidas;Gaseosas;473;ml;;$ 760,20;$ 919,84;$ 1.643,65
175;BEB-CUN-POM-473MLX-P12;Cunnington Pomelo 473ml Pack x12;Cunnington;Pomelo;Pack x12 (473 ml Lata);Bebidas;Gaseosas;473;ml;;$ 426,15;$ 515,64;$ 935,05
176;BEB-CUN-POM-500MLX;Cunnington Pomelo 500 ml;Cunnington;Pomelo;500 ml Botella (consumo al paso);Bebidas;Gaseosas;500;ml;;$ 1.096,05;$ 1.326,22;$ 2.048,10
177;BEB-CUN-POM-600MLX;Cunnington Pomelo 600 ml;Cunnington;Pomelo;600 ml Botella (consumo al paso);Bebidas;Gaseosas;600;ml;;$ 900,10;$ 1.089,12;$ 1.484,21
178;BEB-CUN-POM-125LXX;Cunnington Pomelo 1.25 L;Cunnington;Pomelo;1.25 L Botella (hogar);Bebidas;Gaseosas;1,25;L;;$ 964,21;$ 1.166,69;$ 1.918,44
179;BEB-CUN-POM-15LXX;Cunnington Pomelo 1.5 L;Cunnington;Pomelo;1.5 L Botella (familiar);Bebidas;Gaseosas;1,5;L;;$ 939,95;$ 1.137,34;$ 1.876,80
180;BEB-CUN-POM-2LXX;Cunnington Pomelo 2 L;Cunnington;Pomelo;2 L Botella (familiar);Bebidas;Gaseosas;2;L;;$ 1.021,04;$ 1.235,46;$ 2.137,08
181;BEB-CUN-POM-225LXX;Cunnington Pomelo 2.25 L;Cunnington;Pomelo;2.25 L Botella (familiar);Bebidas;Gaseosas;2,25;L;;$ 943,82;$ 1.142,02;$ 2.091,10
182;BEB-CUN-POM-3LXX;Cunnington Pomelo 3 L;Cunnington;Pomelo;3 L Botella (familiar);Bebidas;Gaseosas;3;L;;$ 640,76;$ 775,32;$ 1.118,51
183;BEB-VIL-SIN-500MLX;Villavicencio Sin gas 500 ml;Villavicencio;Sin gas;500 ml Botella (consumo al paso);Bebidas;Aguas;500;ml;;$ 904,71;$ 1.094,70;$ 1.780,16
184;BEB-VIL-SIN-600MLX;Villavicencio Sin gas 600 ml;Villavicencio;Sin gas;600 ml Botella (consumo al paso);Bebidas;Aguas;600;ml;;$ 1.011,75;$ 1.224,22;$ 2.183,61
185;BEB-VIL-SIN-15LXX;Villavicencio Sin gas 1.5 L;Villavicencio;Sin gas;1.5 L Botella (hogar);Bebidas;Aguas;1,5;L;;$ 933,82;$ 1.129,92;$ 1.577,91
186;BEB-VIL-SIN-2LXX;Villavicencio Sin gas 2 L;Villavicencio;Sin gas;2 L Botella (hogar);Bebidas;Aguas;2;L;;$ 399,94;$ 483,93;$ 803,75
187;BEB-VIL-CON-500MLX;Villavicencio Con gas 500 ml;Villavicencio;Con gas;500 ml Botella (consumo al paso);Bebidas;Aguas;500;ml;;$ 1.037,38;$ 1.255,23;$ 1.932,10
188;BEB-VIL-CON-600MLX;Villavicencio Con gas 600 ml;Villavicencio;Con gas;600 ml Botella (consumo al paso);Bebidas;Aguas;600;ml;;$ 499,27;$ 604,12;$ 1.088,29
189;BEB-VIL-CON-15LXX;Villavicencio Con gas 1.5 L;Villavicencio;Con gas;1.5 L Botella (hogar);Bebidas;Aguas;1,5;L;;$ 421,56;$ 510,09;$ 725,23
190;BEB-VIL-CON-2LXX;Villavicencio Con gas 2 L;Villavicencio;Con gas;2 L Botella (hogar);Bebidas;Aguas;2;L;;$ 1.101,01;$ 1.332,22;$ 2.340,07
191;BEB-ECO-SIN-500MLX;Eco de los Andes Sin gas 500 ml;Eco de los Andes;Sin gas;500 ml Botella (consumo al paso);Bebidas;Aguas;500;ml;;$ 969,32;$ 1.172,88;$ 1.626,64
192;BEB-ECO-SIN-600MLX;Eco de los Andes Sin gas 600 ml;Eco de los Andes;Sin gas;600 ml Botella (consumo al paso);Bebidas;Aguas;600;ml;;$ 1.133,32;$ 1.371,32;$ 2.151,60
193;BEB-ECO-SIN-15LXX;Eco de los Andes Sin gas 1.5 L;Eco de los Andes;Sin gas;1.5 L Botella (hogar);Bebidas;Aguas;1,5;L;;$ 1.125,49;$ 1.361,84;$ 2.532,43
194;BEB-ECO-SIN-2LXX;Eco de los Andes Sin gas 2 L;Eco de los Andes;Sin gas;2 L Botella (hogar);Bebidas;Aguas;2;L;;$ 705,83;$ 854,05;$ 1.195,51
195;BEB-ECO-CON-500MLX;Eco de los Andes Con gas 500 ml;Eco de los Andes;Con gas;500 ml Botella (consumo al paso);Bebidas;Aguas;500;ml;;$ 894,20;$ 1.081,98;$ 1.498,49
196;BEB-ECO-CON-600MLX;Eco de los Andes Con gas 600 ml;Eco de los Andes;Con gas;600 ml Botella (consumo al paso);Bebidas;Aguas;600;ml;;$ 298,72;$ 361,45;$ 585,86
197;BEB-ECO-CON-15LXX;Eco de los Andes Con gas 1.5 L;Eco de los Andes;Con gas;1.5 L Botella (hogar);Bebidas;Aguas;1,5;L;;$ 614,31;$ 743,32;$ 1.090,14
198;BEB-ECO-CON-2LXX;Eco de los Andes Con gas 2 L;Eco de los Andes;Con gas;2 L Botella (hogar);Bebidas;Aguas;2;L;;$ 444,33;$ 537,64;$ 781,87
199;BEB-VIL-SIN-500MLX-2;Villa del Sur Sin gas 500 ml;Villa del Sur;Sin gas;500 ml Botella (consumo al paso);Bebidas;Aguas;500;ml;;$ 403,92;$ 488,74;$ 835,03
200;BEB-VIL-SIN-600MLX-2;Villa del Sur Sin gas 600 ml;Villa del Sur;Sin gas;600 ml Botella (consumo al paso);Bebidas;Aguas;600;ml;;$ 705,84;$ 854,07;$ 1.317,48
201;BEB-VIL-SIN-15LXX-2;Villa del Sur Sin gas 1.5 L;Villa del Sur;Sin gas;1.5 L Botella (hogar);Bebidas;Aguas;1,5;L;;$ 653,54;$ 790,78;$ 1.377,30
202;BEB-VIL-SIN-2LXX-2;Villa del Sur Sin gas 2 L;Villa del Sur;Sin gas;2 L Botella (hogar);Bebidas;Aguas;2;L;;$ 710,03;$ 859,14;$ 1.482,54
203;BEB-VIL-CON-500MLX-2;Villa del Sur Con gas 500 ml;Villa del Sur;Con gas;500 ml Botella (consumo al paso);Bebidas;Aguas;500;ml;;$ 501,50;$ 606,81;$ 1.104,76
204;BEB-VIL-CON-600MLX-2;Villa del Sur Con gas 600 ml;Villa del Sur;Con gas;600 ml Botella (consumo al paso);Bebidas;Aguas;600;ml;;$ 572,81;$ 693,10;$ 1.132,03
205;BEB-VIL-CON-15LXX-2;Villa del Sur Con gas 1.5 L;Villa del Sur;Con gas;1.5 L Botella (hogar);Bebidas;Aguas;1,5;L;;$ 396,97;$ 480,33;$ 685,71
206;BEB-VIL-CON-2LXX-2;Villa del Sur Con gas 2 L;Villa del Sur;Con gas;2 L Botella (hogar);Bebidas;Aguas;2;L;;$ 1.050,67;$ 1.271,31;$ 1.784,42
207;BEB-VIL-SAB-500MLX;Villa del Sur Saborizada Limón 500 ml;Villa del Sur;Saborizada Limón;500 ml Botella (consumo al paso);Bebidas;Aguas;500;ml;;$ 323,43;$ 391,35;$ 666,56
208;BEB-VIL-SAB-600MLX;Villa del Sur Saborizada Limón 600 ml;Villa del Sur;Saborizada Limón;600 ml Botella (consumo al paso);Bebidas;Aguas;600;ml;;$ 1.139,06;$ 1.378,26;$ 2.576,52
209;BEB-VIL-SAB-15LXX;Villa del Sur Saborizada Limón 1.5 L;Villa del Sur;Saborizada Limón;1.5 L Botella (hogar);Bebidas;Aguas;1,5;L;;$ 743,55;$ 899,70;$ 1.358,15
210;BEB-VIL-SAB-2LXX;Villa del Sur Saborizada Limón 2 L;Villa del Sur;Saborizada Limón;2 L Botella (hogar);Bebidas;Aguas;2;L;;$ 881,56;$ 1.066,69;$ 1.644,67
211;BEB-VIL-SAB-500MLX-2;Villa del Sur Saborizada Pomelo 500 ml;Villa del Sur;Saborizada Pomelo;500 ml Botella (consumo al paso);Bebidas;Aguas;500;ml;;$ 958,88;$ 1.160,24;$ 2.021,58
212;BEB-VIL-SAB-600MLX-2;Villa del Sur Saborizada Pomelo 600 ml;Villa del Sur;Saborizada Pomelo;600 ml Botella (consumo al paso);Bebidas;Aguas;600;ml;;$ 791,67;$ 957,92;$ 1.371,94
213;BEB-VIL-SAB-15LXX-2;Villa del Sur Saborizada Pomelo 1.5 L;Villa del Sur;Saborizada Pomelo;1.5 L Botella (hogar);Bebidas;Aguas;1,5;L;;$ 1.090,83;$ 1.319,90;$ 1.860,56
214;BEB-VIL-SAB-2LXX-2;Villa del Sur Saborizada Pomelo 2 L;Villa del Sur;Saborizada Pomelo;2 L Botella (hogar);Bebidas;Aguas;2;L;;$ 801,09;$ 969,32;$ 1.685,61
215;BEB-CEP-NAR-200MLX;Cepita Naranja 200 ml;Cepita;Naranja;200 ml Tetra (consumo al paso);Bebidas;Jugos y Néctares;200;ml;;$ 539,08;$ 652,29;$ 954,85
216;BEB-CEP-NAR-1LXX;Cepita Naranja 1 L;Cepita;Naranja;1 L Tetra (hogar);Bebidas;Jugos y Néctares;1;L;;$ 985,22;$ 1.192,12;$ 1.904,91
217;BEB-CEP-MAN-200MLX;Cepita Manzana 200 ml;Cepita;Manzana;200 ml Tetra (consumo al paso);Bebidas;Jugos y Néctares;200;ml;;$ 1.020,91;$ 1.235,30;$ 1.921,72
218;BEB-CEP-MAN-1LXX;Cepita Manzana 1 L;Cepita;Manzana;1 L Tetra (hogar);Bebidas;Jugos y Néctares;1;L;;$ 290,62;$ 351,65;$ 618,37
219;BEB-CEP-MUL-200MLX;Cepita Multifruta 200 ml;Cepita;Multifruta;200 ml Tetra (consumo al paso);Bebidas;Jugos y Néctares;200;ml;;$ 498,75;$ 603,49;$ 876,42
220;BEB-CEP-MUL-1LXX;Cepita Multifruta 1 L;Cepita;Multifruta;1 L Tetra (hogar);Bebidas;Jugos y Néctares;1;L;;$ 469,29;$ 567,84;$ 899,15
221;BEB-BAG-NAR-200MLX;Baggio Naranja 200 ml;Baggio;Naranja;200 ml Tetra (consumo al paso);Bebidas;Jugos y Néctares;200;ml;;$ 273,63;$ 331,09;$ 571,31
222;BEB-BAG-NAR-1LXX;Baggio Naranja 1 L;Baggio;Naranja;1 L Tetra (hogar);Bebidas;Jugos y Néctares;1;L;;$ 856,54;$ 1.036,41;$ 1.909,42
223;BEB-BAG-DUR-200MLX;Baggio Durazno 200 ml;Baggio;Durazno;200 ml Tetra (consumo al paso);Bebidas;Jugos y Néctares;200;ml;;$ 515,24;$ 623,44;$ 950,83
224;BEB-BAG-DUR-1LXX;Baggio Durazno 1 L;Baggio;Durazno;1 L Tetra (hogar);Bebidas;Jugos y Néctares;1;L;;$ 414,72;$ 501,81;$ 830,51
225;BEB-ADE-MAN-200MLX;Ades Manzana 200 ml;Ades;Manzana;200 ml Tetra (consumo al paso);Bebidas;Jugos y Néctares;200;ml;;$ 600,00;$ 726,00;$ 1.251,48
226;BEB-ADE-MAN-1LXX;Ades Manzana 1 L;Ades;Manzana;1 L Tetra (hogar);Bebidas;Jugos y Néctares;1;L;;$ 1.085,86;$ 1.313,89;$ 2.149,26
227;BEB-ADE-NAR-200MLX;Ades Naranja 200 ml;Ades;Naranja;200 ml Tetra (consumo al paso);Bebidas;Jugos y Néctares;200;ml;;$ 1.065,74;$ 1.289,55;$ 1.974,69
228;BEB-ADE-NAR-1LXX;Ades Naranja 1 L;Ades;Naranja;1 L Tetra (hogar);Bebidas;Jugos y Néctares;1;L;;$ 420,46;$ 508,76;$ 738,77
229;BEB-RED-REG-250MLX;Red Bull Regular 250 ml;Red Bull;Regular;250 ml Lata (lata individual);Bebidas;Energizantes;250;ml;;$ 327,46;$ 396,23;$ 605,72
230;BEB-RED-REG-473MLX;Red Bull Regular 473 ml;Red Bull;Regular;473 ml Lata (lata grande);Bebidas;Energizantes;473;ml;;$ 1.173,55;$ 1.420,00;$ 1.938,33
231;BEB-RED-SUG-250MLX;Red Bull Sugarfree 250 ml;Red Bull;Sugarfree;250 ml Lata (lata individual);Bebidas;Energizantes;250;ml;;$ 318,60;$ 385,51;$ 593,83
232;BEB-RED-SUG-473MLX;Red Bull Sugarfree 473 ml;Red Bull;Sugarfree;473 ml Lata (lata grande);Bebidas;Energizantes;473;ml;;$ 786,08;$ 951,16;$ 1.491,24
233;BEB-SPE-REG-250MLX;Speed Regular 250 ml;Speed;Regular;250 ml Lata (lata individual);Bebidas;Energizantes;250;ml;;$ 860,83;$ 1.041,60;$ 1.854,19
234;BEB-SPE-REG-473MLX;Speed Regular 473 ml;Speed;Regular;473 ml Lata (lata grande);Bebidas;Energizantes;473;ml;;$ 261,29;$ 316,16;$ 594,95
235;BEB-MON-ORI-250MLX;Monster Original 250 ml;Monster;Original;250 ml Lata (lata individual);Bebidas;Energizantes;250;ml;;$ 1.064,03;$ 1.287,48;$ 1.830,67
236;BEB-MON-ORI-473MLX;Monster Original 473 ml;Monster;Original;473 ml Lata (lata grande);Bebidas;Energizantes;473;ml;;$ 311,78;$ 377,25;$ 553,62
237;BEB-MON-ULT-250MLX;Monster Ultra 250 ml;Monster;Ultra;250 ml Lata (lata individual);Bebidas;Energizantes;250;ml;;$ 280,45;$ 339,34;$ 626,34
238;BEB-MON-ULT-473MLX;Monster Ultra 473 ml;Monster;Ultra;473 ml Lata (lata grande);Bebidas;Energizantes;473;ml;;$ 443,10;$ 536,15;$ 985,23
239;BEB-POW-MOU-500MLX;Powerade Mountain Blast 500 ml;Powerade;Mountain Blast;500 ml Botella (deporte);Bebidas;Isotónicas;500;ml;;$ 291,21;$ 352,36;$ 516,31
240;BEB-POW-MOU-1LXX;Powerade Mountain Blast 1 L;Powerade;Mountain Blast;1 L Botella (deporte);Bebidas;Isotónicas;1;L;;$ 296,44;$ 358,69;$ 681,48
241;BEB-POW-ZER-500MLX;Powerade Zero 500 ml;Powerade;Zero;500 ml Botella (deporte);Bebidas;Isotónicas;500;ml;;$ 1.187,48;$ 1.436,85;$ 2.531,32
242;BEB-POW-ZER-1LXX;Powerade Zero 1 L;Powerade;Zero;1 L Botella (deporte);Bebidas;Isotónicas;1;L;;$ 757,10;$ 916,09;$ 1.281,12
243;BEB-GAT-LIM-500MLX;Gatorade Lima-Limón 500 ml;Gatorade;Lima-Limón;500 ml Botella (deporte);Bebidas;Isotónicas;500;ml;;$ 987,16;$ 1.194,46;$ 1.878,87
244;BEB-GAT-LIM-1LXX;Gatorade Lima-Limón 1 L;Gatorade;Lima-Limón;1 L Botella (deporte);Bebidas;Isotónicas;1;L;;$ 575,17;$ 695,96;$ 1.095,02
245;BEB-GAT-NAR-500MLX;Gatorade Naranja 500 ml;Gatorade;Naranja;500 ml Botella (deporte);Bebidas;Isotónicas;500;ml;;$ 829,90;$ 1.004,18;$ 1.870,61
246;BEB-GAT-NAR-1LXX;Gatorade Naranja 1 L;Gatorade;Naranja;1 L Botella (deporte);Bebidas;Isotónicas;1;L;;$ 432,30;$ 523,08;$ 762,58
247;ALC-QUI-CLÁ-330MLX;Cerveza Quilmes Clásica 330 ml;Quilmes;Clásica;330 ml Lata (consumo al paso);Alcohol;Cerveza;330;ml;;$ 2.985,52;$ 3.612,48;$ 6.043,29
248;ALC-QUI-CLÁ-330MLX-P6;Cerveza Quilmes Clásica 330ml Pack x6;Quilmes;Clásica;Pack x6 (330 ml Lata);Alcohol;Cerveza;330;ml;;$ 1.691,51;$ 2.046,73;$ 3.608,37
249;ALC-QUI-CLÁ-330MLX-P12;Cerveza Quilmes Clásica 330ml Pack x12;Quilmes;Clásica;Pack x12 (330 ml Lata);Alcohol;Cerveza;330;ml;;$ 1.998,53;$ 2.418,22;$ 3.426,63
250;ALC-QUI-CLÁ-354MLX;Cerveza Quilmes Clásica 354 ml;Quilmes;Clásica;354 ml Lata (consumo al paso);Alcohol;Cerveza;354;ml;;$ 2.597,36;$ 3.142,81;$ 4.252,99
251;ALC-QUI-CLÁ-354MLX-P6;Cerveza Quilmes Clásica 354ml Pack x6;Quilmes;Clásica;Pack x6 (354 ml Lata);Alcohol;Cerveza;354;ml;;$ 1.343,99;$ 1.626,23;$ 2.738,60
252;ALC-QUI-CLÁ-354MLX-P12;Cerveza Quilmes Clásica 354ml Pack x12;Quilmes;Clásica;Pack x12 (354 ml Lata);Alcohol;Cerveza;354;ml;;$ 2.804,43;$ 3.393,36;$ 5.600,00
253;ALC-QUI-CLÁ-473MLX;Cerveza Quilmes Clásica 473 ml;Quilmes;Clásica;473 ml Lata (consumo al paso);Alcohol;Cerveza;473;ml;;$ 3.063,75;$ 3.707,14;$ 5.085,29
254;ALC-QUI-CLÁ-473MLX-P6;Cerveza Quilmes Clásica 473ml Pack x6;Quilmes;Clásica;Pack x6 (473 ml Lata);Alcohol;Cerveza;473;ml;;$ 2.635,17;$ 3.188,56;$ 5.021,24
255;ALC-QUI-CLÁ-473MLX-P12;Cerveza Quilmes Clásica 473ml Pack x12;Quilmes;Clásica;Pack x12 (473 ml Lata);Alcohol;Cerveza;473;ml;;$ 2.340,79;$ 2.832,36;$ 5.278,14
256;ALC-QUI-CLÁ-500MLX;Cerveza Quilmes Clásica 500 ml;Quilmes;Clásica;500 ml Lata (consumo al paso);Alcohol;Cerveza;500;ml;;$ 1.651,59;$ 1.998,42;$ 2.989,09
257;ALC-QUI-CLÁ-1LXX;Cerveza Quilmes Clásica 1 L;Quilmes;Clásica;1 L Botella (hogar);Alcohol;Cerveza;1;L;;$ 2.333,20;$ 2.823,17;$ 5.061,37
258;ALC-QUI-STO-330MLX;Cerveza Quilmes Stout 330 ml;Quilmes;Stout;330 ml Lata (consumo al paso);Alcohol;Cerveza;330;ml;;$ 2.719,21;$ 3.290,24;$ 4.891,94
259;ALC-QUI-STO-330MLX-P6;Cerveza Quilmes Stout 330ml Pack x6;Quilmes;Stout;Pack x6 (330 ml Lata);Alcohol;Cerveza;330;ml;;$ 635,64;$ 769,12;$ 1.170,58
260;ALC-QUI-STO-330MLX-P12;Cerveza Quilmes Stout 330ml Pack x12;Quilmes;Stout;Pack x12 (330 ml Lata);Alcohol;Cerveza;330;ml;;$ 2.601,69;$ 3.148,04;$ 4.273,42
261;ALC-QUI-STO-354MLX;Cerveza Quilmes Stout 354 ml;Quilmes;Stout;354 ml Lata (consumo al paso);Alcohol;Cerveza;354;ml;;$ 1.541,44;$ 1.865,14;$ 3.494,05
262;ALC-QUI-STO-354MLX-P6;Cerveza Quilmes Stout 354ml Pack x6;Quilmes;Stout;Pack x6 (354 ml Lata);Alcohol;Cerveza;354;ml;;$ 2.322,74;$ 2.810,52;$ 5.240,45
263;ALC-QUI-STO-354MLX-P12;Cerveza Quilmes Stout 354ml Pack x12;Quilmes;Stout;Pack x12 (354 ml Lata);Alcohol;Cerveza;354;ml;;$ 3.448,59;$ 4.172,79;$ 7.218,63
264;ALC-QUI-STO-473MLX;Cerveza Quilmes Stout 473 ml;Quilmes;Stout;473 ml Lata (consumo al paso);Alcohol;Cerveza;473;ml;;$ 780,27;$ 944,13;$ 1.516,02
265;ALC-QUI-STO-473MLX-P6;Cerveza Quilmes Stout 473ml Pack x6;Quilmes;Stout;Pack x6 (473 ml Lata);Alcohol;Cerveza;473;ml;;$ 771,46;$ 933,47;$ 1.372,87
266;ALC-QUI-STO-473MLX-P12;Cerveza Quilmes Stout 473ml Pack x12;Quilmes;Stout;Pack x12 (473 ml Lata);Alcohol;Cerveza;473;ml;;$ 2.556,88;$ 3.093,82;$ 5.033,83
267;ALC-QUI-STO-500MLX;Cerveza Quilmes Stout 500 ml;Quilmes;Stout;500 ml Lata (consumo al paso);Alcohol;Cerveza;500;ml;;$ 1.623,21;$ 1.964,08;$ 2.995,93
268;ALC-QUI-STO-1LXX;Cerveza Quilmes Stout 1 L;Quilmes;Stout;1 L Botella (hogar);Alcohol;Cerveza;1;L;;$ 2.062,23;$ 2.495,30;$ 3.929,62
